name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,cost,listing_type,listed_city,high_performer
52 Wall Street,0,0,3.9,740,Koramangala 6th Block,"Bar, Casual Dining","Beer, Cocktails, Noodles, Buffalo Wings, Chilli Chicken, Pizza, Chicken Tikka","American, Continental, Finger Food",1400.0,Dine-out,Koramangala 5th Block,0
Pipabu,1,0,3.8,75,Koramangala 4th Block,Casual Dining,"Pasta, Pizza","Continental, Italian, Chinese",750.0,Dine-out,Koramangala 5th Block,0
PagalKhana,1,1,3.9,144,Koramangala 4th Block,Casual Dining,"Mocktails, Pasta, Wood Fire Pizza, Paneer Malai Tikka, French Fries, Nachos, Burgers","Continental, Chinese, Fast Food, Beverages",1000.0,Dine-out,Koramangala 5th Block,0
154 Breakfast Club,1,1,4.0,1515,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900.0,Dine-out,Koramangala 5th Block,1
Sharma's Malai & Masala,1,0,4.0,457,Koramangala 1st Block,Casual Dining,"Chicken Biryani, Kulcha, Chicken Chatpata, Panneer Butter Masala, Paneer Lababdar, Tandoori Chicken, Shahi Paneer",North Indian,650.0,Dine-out,Koramangala 5th Block,1
Johnny Fox,0,0,3.9,70,Hosur Road,Bar,,"North Indian, Chinese",1500.0,Dine-out,Koramangala 5th Block,0
The Vacationer's Cafe,1,0,4.1,306,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600.0,Dine-out,Koramangala 5th Block,1
Kargeens,1,0,4.1,992,Koramangala 6th Block,Cafe,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles","Cafe, Continental, Italian",600.0,Dine-out,Koramangala 5th Block,1
Qube Cafe,1,0,4.2,169,Koramangala 4th Block,Cafe,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts",700.0,Dine-out,Koramangala 5th Block,0
Swathi Maharaja,1,1,3.7,291,Koramangala 4th Block,Casual Dining,"Murgh Ghee Roast, Mutton Biryani, Buttermilk, Andhra Meal, Thali, Chilli Chicken, Prawn","Andhra, North Indian, Chinese, Biryani",750.0,Dine-out,Koramangala 5th Block,0
Terra Bites,1,0,4.1,65,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700.0,Dine-out,Koramangala 5th Block,0
Rajdhani Thali Restaurant,1,1,4.0,797,Koramangala 7th Block,Casual Dining,"Gatte Ki Subzi, Rabri, Dhokla, Rajasthani Thali, Jalebi, Daal Baati Churma, Aamras",North Indian,900.0,Dine-out,Koramangala 5th Block,1
Cilantro,1,1,4.0,281,Koramangala 4th Block,"Casual Dining, Bar","Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak","European, American, Continental, North Indian, Steak",1500.0,Dine-out,Koramangala 5th Block,1
Mustard Cafe,1,0,4.1,894,Koramangala 3rd Block,Cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian",800.0,Dine-out,Koramangala 5th Block,1
Sutra Spice-The Resto Bar,0,0,3.9,34,Koramangala 4th Block,Bar,,"South Indian, Andhra",1000.0,Dine-out,Koramangala 5th Block,0
JukeBox,0,1,3.9,282,Koramangala 7th Block,"Casual Dining, Bar","Mutton Dhansak, Steak, Chips, Lasagne, Mashed Potato, Draught Beer, Beef Stroganoff","Continental, Parsi, Chinese, North Indian, Italian, Steak",1000.0,Dine-out,Koramangala 5th Block,0
The Rendezvous,1,0,3.7,483,Koramangala 4th Block,Casual Dining,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff","Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800.0,Dine-out,Koramangala 5th Block,0
Fabindia Cafe,0,0,4.2,226,Koramangala 2nd Block,Cafe,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food",200.0,Dine-out,Koramangala 5th Block,1
Fill N Chill Resto Bar & Pub,1,1,3.9,598,Koramangala 4th Block,Bar,"Beer, Biryani, Cocktails, Masala Peanuts, Chicken Tikka, Chips, Fish","Finger Food, North Indian, Chinese",1200.0,Dine-out,Koramangala 5th Block,0
Smoke - The Sizzler House,1,1,4.0,1390,Koramangala 7th Block,Casual Dining,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0,Dine-out,Koramangala 5th Block,1
China Bowl,1,0,3.9,457,Koramangala 6th Block,Casual Dining,"Noodles, Roast Pork, Biryani, Manchow Soup, Pork Ribs, Butter Garlic Prawns, Crispy Honey Chilli Chicken",Chinese,1000.0,Dine-out,Koramangala 5th Block,0
Zingron,1,0,4.0,515,Koramangala 7th Block,Casual Dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",750.0,Dine-out,Koramangala 5th Block,1
The Arabesque Cafe,0,0,4.1,100,Koramangala 4th Block,Casual Dining,"Onion Rings, Triple Schezwan","American, Continental, Chinese",600.0,Dine-out,Koramangala 5th Block,0
Aalishan Restaurant & Caterer,1,0,3.5,889,Koramangala 7th Block,Casual Dining,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll","North Indian, Mughlai",650.0,Dine-out,Koramangala 5th Block,0
Dalma,1,0,3.9,475,Koramangala 6th Block,Casual Dining,"Lassi, Mutton Kosha, Thali, Chicken Handi, Chicken Curry, Buttermilk, Rasgulla",Oriya,600.0,Dine-out,Koramangala 5th Block,0
Gorilla Barfare,0,0,4.2,270,Koramangala 6th Block,"Pub, Casual Dining","Cocktails, Dessert Pizza, Nachos, Beef Chilli, Long Island Iced Tea, Beer, Salsa","Continental, Pizza, Burger",1400.0,Dine-out,Koramangala 5th Block,1
Axomi - Taste of Assam,1,0,4.1,616,Koramangala 7th Block,Casual Dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,500.0,Dine-out,Koramangala 5th Block,1
Punjabi Nawabi,1,0,4.0,108,Koramangala 1st Block,Casual Dining,"Tikka, Saag, Dal Makhani, Naan, Makke Ki Roti",North Indian,500.0,Dine-out,Koramangala 5th Block,0
Saara's Cafe - SS Lumina Hotel,0,1,4.2,117,Koramangala 7th Block,Casual Dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","North Indian, South Indian, Chinese, Arabian",800.0,Dine-out,Koramangala 5th Block,0
Tata Cha,1,0,3.6,32,Koramangala 7th Block,Cafe,,"Cafe, Tea, North Indian",500.0,Dine-out,Koramangala 5th Block,0
Smise,0,0,4.0,1209,Koramangala 4th Block,Cafe,"Seafood Pizza, Pasta, Mocktails, Brownie, Tenderloin Burger, Burgers, Exotic Veg Pizza","Cafe, Continental, Italian, Burger, Pizza",650.0,Dine-out,Koramangala 5th Block,1
Vitamin Palace,0,0,4.1,172,Koramangala 7th Block,Cafe,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich","Cafe, Beverages, Healthy Food, Juices",650.0,Dine-out,Koramangala 5th Block,0
TRIGEREATO,1,1,4.4,103,Koramangala 8th Block,Cafe,"Pasta, Salad, Mousse, Noodles, Fries, Mocktails, Pizza","Cafe, Continental, Beverages",700.0,Dine-out,Koramangala 5th Block,0
Tetto,1,0,3.7,130,Koramangala 1st Block,"Casual Dining, Bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Continental,1200.0,Dine-out,Koramangala 5th Block,0
Go Italia,1,0,4.0,782,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750.0,Dine-out,Koramangala 5th Block,1
The Yogisthaan Cafe,1,0,4.1,61,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600.0,Dine-out,Koramangala 5th Block,0
Polamma's Mess,0,0,3.7,25,Koramangala 7th Block,Mess,,"North Indian, Chinese, Biryani",300.0,Dine-out,Koramangala 5th Block,0
Smokey Tribe Restaurant,1,0,3.8,267,Koramangala 7th Block,Casual Dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",650.0,Dine-out,Koramangala 5th Block,0
Jimi's Beer Cafe,0,0,3.8,674,Koramangala 6th Block,Pub,"Beer, Steak, Chilli Chicken, Burgers, Tandoori Chicken, Masala Peanuts, Fries","American, North Indian, Chinese",1700.0,Dine-out,Koramangala 5th Block,0
12th Main - Grand Mercure,0,1,4.1,354,Koramangala 3rd Block,Fine Dining,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","European, Asian",2000.0,Dine-out,Koramangala 5th Block,1
Maxpresso,0,0,4.1,324,Koramangala 7th Block,Cafe,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",700.0,Dine-out,Koramangala 5th Block,1
Bangaliana,1,0,3.9,454,Koramangala 7th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600.0,Dine-out,Koramangala 5th Block,0
Chai Point,0,0,4.0,293,Koramangala 6th Block,"Beverage Shop, Quick Bites","Ginger Tea, Masala Tea, Banana Cake, Poha, Samosa, Vada Pav, Sandwiches","Tea, Beverages, Fast Food",250.0,Dine-out,Koramangala 5th Block,1
Saara's Grill n Spice - SS Lumina Hotel,0,1,4.3,106,Koramangala 7th Block,Casual Dining,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages",1000.0,Dine-out,Koramangala 5th Block,0
Fandom at Gilly's Redefined,0,0,3.9,107,Koramangala 4th Block,Bar,"Onion Rings, French Fries",Finger Food,1500.0,Dine-out,Koramangala 5th Block,0
Barbeque Station,1,0,2.8,152,Koramangala 7th Block,Casual Dining,"Biryani, Butter Naan","North Indian, Chinese, BBQ",700.0,Dine-out,Koramangala 5th Block,0
Mars Chicken Delight,0,0,3.7,107,Koramangala 1st Block,Casual Dining,"Biryani, Pudina Chicken, Kalmi Kebab, Chicken Kebab, Chicken Delight, Butter Chicken, Chicken Roll","North Indian, Chinese, Biryani, Beverages",500.0,Dine-out,Koramangala 5th Block,0
Embers - Nandhana Grand Hotel,0,0,3.8,38,Koramangala 6th Block,Casual Dining,Biryani,"North Indian, South Indian, Thai, Chinese, Continental",900.0,Dine-out,Koramangala 5th Block,0
Black Kitchen,1,0,3.7,26,Koramangala 6th Block,Quick Bites,,"Kerala, South Indian",400.0,Dine-out,Koramangala 5th Block,0
Hotel Parampare,1,0,2.9,13,Koramangala 7th Block,Casual Dining,,"North Indian, Mughlai, Biryani",600.0,Dine-out,Koramangala 5th Block,0
Chaat Street,1,0,3.9,293,Koramangala 6th Block,Kiosk,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian",250.0,Dine-out,Koramangala 5th Block,0
Grand Gowdru Hotel,1,0,3.4,31,Koramangala 6th Block,Casual Dining,,"South Indian, North Indian, Chinese",700.0,Dine-out,Koramangala 5th Block,0
Pingara,1,0,3.8,94,Koramangala 1st Block,Casual Dining,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa","North Indian, Chinese, Mangalorean",600.0,Dine-out,Koramangala 5th Block,0
Hakka Chinese Restaurant,1,0,3.9,332,Koramangala 1st Block,Casual Dining,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles","Chinese, Thai",600.0,Dine-out,Koramangala 5th Block,0
Gam's Delicacy,1,1,4.2,325,Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800.0,Dine-out,Koramangala 5th Block,1
Mustard Food Court,1,0,3.6,165,Koramangala 3rd Block,Casual Dining,"Chicken Biryani, Chicken Wings, Chicken Curry, Kadhai Paneer, Butter Chicken, Noodles, Vegetable Biryani","North Indian, Chinese",500.0,Dine-out,Koramangala 5th Block,0
Hotel Tom's Restaurant,1,0,4.0,69,Koramangala 6th Block,Casual Dining,"Neer Dosa, Prawn Curry, Pork Chilli, Biryani, Sea Food, Kori Roti, Chicken Curry","Mangalorean, Seafood, Chinese, North Indian",1000.0,Dine-out,Koramangala 5th Block,0
Punjabi Chulha,1,0,3.8,38,Koramangala 1st Block,Casual Dining,"Tandoori Chicken, Dal Makhani, Butter Chicken, Roti, Veg Thali",North Indian,500.0,Dine-out,Koramangala 5th Block,0
Delicacy,1,0,3.9,523,Koramangala 4th Block,Casual Dining,"Noodles, Momos, Chicken Manchow Soup, Chicken Noodle, Prawn, Chicken Honey, Thai Rice","Chinese, Thai, Momos",500.0,Dine-out,Koramangala 5th Block,0
Banana Beach Bar,1,1,3.7,1015,Koramangala 6th Block,Bar,"Chicken Wings, Cocktails, Mocktails, Chilli Chicken, Noodles, Burgers, Spring Roll","Continental, Chinese",1300.0,Dine-out,Koramangala 5th Block,0
Bansuri Sweets,0,0,3.7,73,Koramangala 6th Block,"Sweet Shop, Quick Bites","Thali, Dhokla, Chaat, Samosa, Panipuri, Jalebi, Pav Bhaji","Mithai, North Indian, Street Food",250.0,Dine-out,Koramangala 5th Block,0
Breaktime Brew,1,0,3.7,24,Koramangala 7th Block,Cafe,,Cafe,550.0,Dine-out,Koramangala 5th Block,0
Cashmere Nites,1,0,3.5,74,Koramangala 6th Block,Casual Dining,"Firni, Roganjosh, Phirni, Tabakh Maaz, Wings",Kashmiri,600.0,Dine-out,Koramangala 5th Block,0
Momo Rice Noodles,1,0,3.8,222,Ejipura,Casual Dining,"Momos, Noodles, Dragon Chicken, Chicken Manchurian, Wonton Soup, Chilli Chicken","Chinese, Momos",600.0,Dine-out,Koramangala 5th Block,0
Maria's Goan Kitchen,1,0,3.9,395,Koramangala 7th Block,Casual Dining,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry","Goan, Chinese, Biryani",750.0,Dine-out,Koramangala 5th Block,0
Entropy Cafe,1,0,4.1,507,Koramangala 6th Block,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers","Cafe, Chinese, Pizza, North Indian, Burger",600.0,Dine-out,Koramangala 5th Block,1
Hungry Travellers Cafe,0,0,3.8,27,Koramangala 4th Block,Cafe,,Cafe,450.0,Dine-out,Koramangala 5th Block,0
Mast Kalandar,0,0,2.5,547,Koramangala 4th Block,Casual Dining,"Rajma Chawal, Khichda, Gulab Jamun, Paratha, Dal Makhani, Lassi, Paneer Tikka",North Indian,450.0,Dine-out,Koramangala 5th Block,0
V.S. Garden Restaurant,0,0,3.5,17,Ejipura,Casual Dining,,"North Indian, Chinese",800.0,Dine-out,Koramangala 5th Block,0
Mayura Grand,0,0,3.5,20,Koramangala 6th Block,Casual Dining,,"South Indian, North Indian",400.0,Dine-out,Koramangala 5th Block,0
Barcode,0,1,3.8,170,Koramangala 4th Block,Bar,"Prawn, French Fries, Draught Beer, Biryani","South Indian, North Indian",1300.0,Dine-out,Koramangala 5th Block,0
Eshmeet Da Dhaba,1,0,3.1,121,Koramangala 6th Block,Casual Dining,"Tandoori Chicken, Butter Chicken, Lassi, Shahi Paneer, Tandoori Roti, Rumali Roti, Biryani","North Indian, Chinese",500.0,Dine-out,Koramangala 5th Block,0
A2B - Adyar Ananda Bhavan,1,0,2.7,249,Koramangala 7th Block,Casual Dining,"Filter Coffee, Masala Dosa, Pongal, Pav Bhaji, Badam Milk, Thali","South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Koramangala 5th Block,0
Helloo Delhi,1,1,4.1,221,Koramangala 4th Block,Casual Dining,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi",North Indian,1000.0,Dine-out,Koramangala 5th Block,1
Selfie Cafe,0,0,3.7,19,Koramangala 7th Block,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Desserts",300.0,Dine-out,Koramangala 5th Block,0
The Golden Spoon Restaurant Meat & Wine,0,0,3.5,14,Koramangala 7th Block,Casual Dining,,"Chinese, North Indian",1000.0,Dine-out,Koramangala 5th Block,0
Cafe On The Way,1,0,4.0,275,Koramangala 3rd Block,Cafe,"Waffles, Coffee, Pesto Sandwich, Hazelnut Cappuccino, Latte, Salads, Pasta",Cafe,500.0,Dine-out,Koramangala 5th Block,1
Uday Sweets,1,0,3.5,34,Koramangala 6th Block,Sweet Shop,"Jalebi, Poha, Puri Sabzi","Mithai, Fast Food",250.0,Dine-out,Koramangala 5th Block,0
Vasudev Adiga's,0,0,2.8,289,Koramangala 4th Block,Casual Dining,"Filter Coffee, Mysore Masala Dosa, Buttermilk, Idli, Rava Dosa, Neer Dosa, Thali","South Indian, North Indian, Chinese, Street Food",250.0,Dine-out,Koramangala 5th Block,0
Imperial Restaurant,1,0,3.6,243,Koramangala 6th Block,Casual Dining,"Chicken Grill, Shawarma, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab","Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800.0,Dine-out,Koramangala 5th Block,0
Silsila,0,0,2.7,47,Koramangala 4th Block,Casual Dining,Paratha,North Indian,800.0,Dine-out,Koramangala 5th Block,0
Oil Pump,0,0,3.7,68,Koramangala 6th Block,Bar,,"Finger Food, Continental",1000.0,Dine-out,Koramangala 5th Block,0
Malabar Mandra,1,0,3.6,45,Koramangala 1st Block,Casual Dining,,"Kerala, Chinese",700.0,Dine-out,Koramangala 5th Block,0
Hotel Food Lands,1,0,3.8,57,Koramangala 7th Block,Casual Dining,"Sea Food, Biryani, Anjal Tava Fry","Seafood, Mangalorean",700.0,Dine-out,Koramangala 5th Block,0
Daawat Restaurant Bar & Pub,1,0,3.5,9,Koramangala 7th Block,"Bar, Casual Dining",,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",700.0,Dine-out,Koramangala 5th Block,0
Samavar,0,0,3.4,7,Koramangala 6th Block,Casual Dining,,"North Indian, South Indian, Chinese, Continental, Italian",1000.0,Dine-out,Koramangala 5th Block,0
Tattva Cafe,0,0,2.8,227,Koramangala 6th Block,Cafe,"Tea, Masala Chai, Filter Coffee, Sandwich, Burgers, Orange Juice, Poha",Cafe,450.0,Dine-out,Koramangala 5th Block,0
Skywalk Restobar,0,0,3.3,5,Koramangala 1st Block,"Casual Dining, Bar",,"North Indian, South Indian",700.0,Dine-out,Koramangala 5th Block,0
Raj Darbar,1,0,3.7,47,Koramangala 6th Block,Casual Dining,"Tandoori Chicken, Thali","North Indian, Chinese, Bengali",800.0,Dine-out,Koramangala 5th Block,0
Ocean,1,0,3.8,215,Koramangala 6th Block,Casual Dining,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita","Mexican, Continental, Italian, Chinese",700.0,Dine-out,Koramangala 5th Block,0
Elmas Restaurant,1,0,3.4,34,Koramangala 7th Block,Casual Dining,Rooftop Ambience,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650.0,Dine-out,Koramangala 5th Block,0
Gallop Bar - Davanam Sarovar Portico Suites,0,0,3.5,11,Koramangala 2nd Block,Lounge,,Finger Food,1600.0,Dine-out,Koramangala 5th Block,0
Primal,0,0,3.0,25,Koramangala 6th Block,Bar,,"Finger Food, Continental",2300.0,Dine-out,Koramangala 5th Block,0
Gangothri Veg Restaurant,1,0,3.7,93,Koramangala 6th Block,Quick Bites,,"North Indian, South Indian, Chinese",300.0,Dine-out,Koramangala 5th Block,0
CHAAI BEE,0,0,3.5,8,Koramangala 7th Block,"Beverage Shop, Quick Bites",,"Beverages, Fast Food, Street Food",250.0,Dine-out,Koramangala 5th Block,0
Happy Plate,0,0,3.6,54,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400.0,Dine-out,Koramangala 5th Block,0
Samrat Regency Bar And Restaurant,0,0,3.8,29,Koramangala 6th Block,Bar,,"North Indian, Chinese",800.0,Dine-out,Koramangala 5th Block,0
Juice Point,0,0,3.2,6,Koramangala 1st Block,"Beverage Shop, Quick Bites",,"Juices, Beverages, Fast Food",100.0,Dine-out,Koramangala 5th Block,0
The Local - Burger Bar,0,0,3.8,152,Koramangala 6th Block,"Pub, Casual Dining","Burgers, Beer, Pasta, Nachos, Pizza, Paneer Tikka, Chilli Pork","American, Pizza, Burger",1500.0,Dine-out,Koramangala 5th Block,0
Loca Moca,0,0,3.7,46,Koramangala 1st Block,Cafe,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap","Cafe, Continental",600.0,Dine-out,Koramangala 5th Block,0
Malnad Military Hotel,0,0,3.8,40,Koramangala 7th Block,Casual Dining,"Chicken Curry, Pepper Chicken, Neer Dosa, Mutton Chops, Fish, Mutton Curry","South Indian, Chinese",500.0,Dine-out,Koramangala 5th Block,0
G Resto Cafe,0,0,3.3,4,Koramangala 4th Block,Cafe,,"Cafe, Fast Food, Beverages",400.0,Dine-out,Koramangala 5th Block,0
Fetchpod Cafe,0,0,2.9,12,Koramangala 6th Block,Cafe,,"Cafe, North Indian, Chinese, Continental",500.0,Dine-out,Koramangala 5th Block,0
Urban Spice,1,0,3.6,23,Ejipura,Casual Dining,,"North Indian, Chinese, Continental",800.0,Dine-out,Koramangala 5th Block,0
Om's Cafe Prana,0,0,3.6,17,Koramangala 7th Block,Cafe,,"Cafe, Fast Food",300.0,Dine-out,Koramangala 5th Block,0
Kebarbiq,0,0,4.0,138,Koramangala 7th Block,Casual Dining,"Burgers, Pulpy Grape Juice, Chicken Wings, Pita Bread, Chicken Grill, Fish Grill, French Fries","North Indian, Arabian, Mughlai, Middle Eastern, Grill",800.0,Dine-out,Koramangala 5th Block,0
M World Cafe,1,0,3.5,14,Koramangala 1st Block,Cafe,,Cafe,500.0,Dine-out,Koramangala 5th Block,0
Ambur Biryani Mess,0,0,3.4,18,Koramangala 6th Block,Mess,,Biryani,250.0,Dine-out,Koramangala 5th Block,0
H3O,0,0,3.3,4,Koramangala 4th Block,Bar,,"North Indian, Chinese",1000.0,Dine-out,Koramangala 5th Block,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,0,0,3.2,4,Koramangala 4th Block,Cafe,,"Cafe, American, European",600.0,Dine-out,Koramangala 5th Block,0
Ambur Biryani Hotel,0,0,3.2,13,Koramangala 1st Block,Quick Bites,,Biryani,200.0,Dine-out,Koramangala 5th Block,0
Jade,0,0,3.3,6,Ejipura,Casual Dining,,"Continental, American",900.0,Dine-out,Koramangala 5th Block,0
Rice and Rolls,0,0,2.7,61,Koramangala 6th Block,Quick Bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500.0,Dine-out,Koramangala 5th Block,0
Holiday Fast Food,0,0,3.4,21,Ejipura,Quick Bites,,"Kerala, South Indian, Chinese",350.0,Dine-out,Koramangala 5th Block,0
Shiva Sai Andhra Hotel,0,0,3.2,4,Ejipura,Quick Bites,,"South Indian, Chinese",300.0,Dine-out,Koramangala 5th Block,0
Punjabi Dhaba,1,0,3.4,356,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350.0,Dine-out,Koramangala 5th Block,0
China Down Town,1,0,3.5,5,Koramangala 4th Block,Casual Dining,,Chinese,800.0,Dine-out,Koramangala 5th Block,0
Zeeshan,1,0,3.8,214,Koramangala 7th Block,Casual Dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",700.0,Dine-out,Koramangala 5th Block,0
Kaaram,1,0,3.9,327,Koramangala 6th Block,Casual Dining,"Mughlai Biryani, Vegetable Biryani, Kaaram Biryani, Gulab Jamun, Raita, Kebab Biryani, Dum Biryani","Andhra, Biryani",500.0,Dine-out,Koramangala 5th Block,0
Durbar Greens Family Restaurant,1,0,3.6,10,Hosur Road,Casual Dining,,"North Indian, Chinese, South Indian",700.0,Dine-out,Koramangala 5th Block,0
